symbol,strike,right,time,open,high,low,close,volume
SPY,682,C,2026-01-29 12:37:00-05:00,8.88,8.88,8.88,8.88,0.0
SPY,682,C,2026-01-29 12:38:00-05:00,8.88,8.88,8.88,8.88,0.0
SPY,682,C,2026-01-29 12:39:00-05:00,9.28,9.28,9.28,9.28,1.0
SPY,682,C,2026-01-29 12:40:00-05:00,9.28,9.28,9.28,9.28,0.0
SPY,682,C,2026-01-29 12:41:00-05:00,9.28,9.28,9.28,9.28,0.0
SPY,682,C,2026-01-29 12:42:00-05:00,8.83,8.83,8.83,8.83,2.0
SPY,682,C,2026-01-29 12:43:00-05:00,8.83,8.83,8.83,8.83,0.0
SPY,682,C,2026-01-29 12:44:00-05:00,8.83,8.83,8.83,8.83,0.0
SPY,682,C,2026-01-29 12:45:00-05:00,8.83,8.83,8.83,8.83,0.0
SPY,682,C,2026-01-29 12:46:00-05:00,8.83,8.83,8.83,8.83,0.0
SPY,682,C,2026-01-29 12:47:00-05:00,8.83,8.83,8.83,8.83,0.0
SPY,682,C,2026-01-29 12:48:00-05:00,8.83,8.83,8.83,8.83,0.0
SPY,682,C,2026-01-29 12:49:00-05:00,8.83,8.83,8.83,8.83,0.0
SPY,682,C,2026-01-29 12:50:00-05:00,8.83,8.83,8.83,8.83,0.0
SPY,682,C,2026-01-29 12:51:00-05:00,8.83,8.83,8.83,8.83,0.0
SPY,682,C,2026-01-29 12:52:00-05:00,8.83,8.83,8.83,8.83,0.0
SPY,682,C,2026-01-29 12:53:00-05:00,8.83,8.83,8.83,8.83,0.0
SPY,682,C,2026-01-29 12:54:00-05:00,8.83,8.83,8.83,8.83,0.0
SPY,682,C,2026-01-29 12:55:00-05:00,8.83,8.83,8.83,8.83,0.0
SPY,682,C,2026-01-29 12:56:00-05:00,8.83,8.83,8.83,8.83,0.0
SPY,682,C,2026-01-29 12:57:00-05:00,7.35,7.35,7.25,7.25,18.0
SPY,682,C,2026-01-29 12:58:00-05:00,7.29,7.29,7.29,7.29,16.0
SPY,682,C,2026-01-29 12:59:00-05:00,7.29,7.29,7.29,7.29,0.0
SPY,682,C,2026-01-29 13:00:00-05:00,7.29,7.29,7.29,7.29,0.0
SPY,682,C,2026-01-29 13:01:00-05:00,7.29,7.29,7.29,7.29,0.0
SPY,682,C,2026-01-29 13:02:00-05:00,7.29,7.29,7.29,7.29,0.0
SPY,682,C,2026-01-29 13:03:00-05:00,7.31,7.31,7.31,7.31,2.0
SPY,682,C,2026-01-29 13:04:00-05:00,7.31,7.31,7.31,7.31,0.0
SPY,682,C,2026-01-29 13:05:00-05:00,8.28,8.28,8.28,8.28,2.0
SPY,682,C,2026-01-29 13:06:00-05:00,8.28,8.28,8.28,8.28,0.0
SPY,682,C,2026-01-29 13:07:00-05:00,8.4,8.4,8.4,8.4,2.0
SPY,682,C,2026-01-29 13:08:00-05:00,8.4,8.4,8.4,8.4,0.0
SPY,682,C,2026-01-29 13:09:00-05:00,8.4,8.4,8.4,8.4,0.0
SPY,682,C,2026-01-29 13:10:00-05:00,8.45,8.45,8.45,8.45,1.0
SPY,682,C,2026-01-29 13:11:00-05:00,8.72,8.72,8.72,8.72,2.0
SPY,682,C,2026-01-29 13:12:00-05:00,8.72,8.72,8.72,8.72,0.0
SPY,682,C,2026-01-29 13:13:00-05:00,8.72,8.72,8.72,8.72,0.0
SPY,682,C,2026-01-29 13:14:00-05:00,8.95,9.04,8.95,9.04,3.0
SPY,682,C,2026-01-29 13:15:00-05:00,9.04,9.04,9.04,9.04,0.0
SPY,682,C,2026-01-29 13:16:00-05:00,9.04,9.04,9.04,9.04,0.0
SPY,682,C,2026-01-29 13:17:00-05:00,8.64,8.64,8.64,8.64,1.0
SPY,682,C,2026-01-29 13:18:00-05:00,8.64,8.64,8.64,8.64,0.0
SPY,682,C,2026-01-29 13:19:00-05:00,8.52,8.52,8.52,8.52,2.0
SPY,682,C,2026-01-29 13:20:00-05:00,8.52,8.52,8.52,8.52,0.0
SPY,682,C,2026-01-29 13:21:00-05:00,8.52,8.52,8.52,8.52,0.0
SPY,682,C,2026-01-29 13:22:00-05:00,8.52,8.52,8.52,8.52,0.0
SPY,682,C,2026-01-29 13:23:00-05:00,8.52,8.52,8.52,8.52,0.0
SPY,682,C,2026-01-29 13:24:00-05:00,8.52,8.52,8.52,8.52,0.0
SPY,682,C,2026-01-29 13:25:00-05:00,8.64,8.64,8.64,8.64,2.0
SPY,682,C,2026-01-29 13:26:00-05:00,8.64,8.64,8.64,8.64,0.0
SPY,682,C,2026-01-29 13:27:00-05:00,8.64,8.64,8.64,8.64,0.0
SPY,682,C,2026-01-29 13:28:00-05:00,8.64,8.64,8.64,8.64,0.0
SPY,682,C,2026-01-29 13:29:00-05:00,8.64,8.64,8.64,8.64,0.0
SPY,682,C,2026-01-29 13:30:00-05:00,8.64,8.64,8.64,8.64,0.0
SPY,682,C,2026-01-29 13:31:00-05:00,8.64,8.64,8.64,8.64,0.0
SPY,682,C,2026-01-29 13:32:00-05:00,8.64,8.64,8.64,8.64,0.0
SPY,682,C,2026-01-29 13:33:00-05:00,8.64,8.64,8.64,8.64,0.0
SPY,682,C,2026-01-29 13:34:00-05:00,8.64,8.64,8.64,8.64,0.0
SPY,682,C,2026-01-29 13:35:00-05:00,8.64,8.64,8.64,8.64,0.0
SPY,682,C,2026-01-29 13:36:00-05:00,8.85,8.85,8.85,8.85,11.0
SPY,682,C,2026-01-29 13:37:00-05:00,9.06,9.06,9.06,9.06,1.0
SPY,682,C,2026-01-29 13:38:00-05:00,9.06,9.06,9.06,9.06,0.0
SPY,682,C,2026-01-29 13:39:00-05:00,9.06,9.06,9.06,9.06,0.0
SPY,682,C,2026-01-29 13:40:00-05:00,9.06,9.06,9.06,9.06,0.0
SPY,682,C,2026-01-29 13:41:00-05:00,9.45,9.45,9.45,9.45,25.0
SPY,682,C,2026-01-29 13:42:00-05:00,9.45,9.45,9.45,9.45,0.0
SPY,682,C,2026-01-29 13:43:00-05:00,9.45,9.45,9.45,9.45,0.0
SPY,682,C,2026-01-29 13:44:00-05:00,9.45,9.45,9.45,9.45,0.0
SPY,682,C,2026-01-29 13:45:00-05:00,9.45,9.45,9.45,9.45,0.0
SPY,682,C,2026-01-29 13:46:00-05:00,9.45,9.45,9.45,9.45,0.0
SPY,682,C,2026-01-29 13:47:00-05:00,9.45,9.45,9.45,9.45,0.0
SPY,682,C,2026-01-29 13:48:00-05:00,9.45,9.45,9.45,9.45,0.0
SPY,682,C,2026-01-29 13:49:00-05:00,9.45,9.45,9.45,9.45,0.0
SPY,682,C,2026-01-29 13:50:00-05:00,9.45,9.45,9.45,9.45,0.0
SPY,682,C,2026-01-29 13:51:00-05:00,9.45,9.45,9.45,9.45,0.0
SPY,682,C,2026-01-29 13:52:00-05:00,9.45,9.45,9.45,9.45,0.0
SPY,682,C,2026-01-29 13:53:00-05:00,9.45,9.45,9.45,9.45,0.0
SPY,682,C,2026-01-29 13:54:00-05:00,9.07,9.07,9.07,9.07,2.0
SPY,682,C,2026-01-29 13:55:00-05:00,9.07,9.07,9.07,9.07,0.0
SPY,682,C,2026-01-29 13:56:00-05:00,9.07,9.07,9.07,9.07,0.0
SPY,682,C,2026-01-29 13:57:00-05:00,9.07,9.07,9.07,9.07,0.0
SPY,682,C,2026-01-29 13:58:00-05:00,9.07,9.07,9.07,9.07,0.0
SPY,682,C,2026-01-29 13:59:00-05:00,9.07,9.07,9.07,9.07,0.0
SPY,682,C,2026-01-29 14:00:00-05:00,9.07,9.07,9.07,9.07,0.0
SPY,682,C,2026-01-29 14:01:00-05:00,8.69,8.69,8.69,8.69,1.0
SPY,682,C,2026-01-29 14:02:00-05:00,8.69,8.69,8.69,8.69,0.0
SPY,682,C,2026-01-29 14:03:00-05:00,8.69,8.69,8.69,8.69,0.0
SPY,682,C,2026-01-29 14:04:00-05:00,8.69,8.69,8.69,8.69,0.0
SPY,682,C,2026-01-29 14:05:00-05:00,9.46,9.46,9.46,9.46,25.0
SPY,682,C,2026-01-29 14:06:00-05:00,9.46,9.46,9.46,9.46,0.0
SPY,682,C,2026-01-29 14:07:00-05:00,9.46,9.46,9.46,9.46,0.0
SPY,682,C,2026-01-29 14:08:00-05:00,9.51,9.51,9.51,9.51,1.0
SPY,682,C,2026-01-29 14:09:00-05:00,9.51,9.51,9.51,9.51,0.0
SPY,682,C,2026-01-29 14:10:00-05:00,9.51,9.51,9.51,9.51,0.0
SPY,682,C,2026-01-29 14:11:00-05:00,9.51,9.51,9.51,9.51,0.0
SPY,682,C,2026-01-29 14:12:00-05:00,9.71,9.71,9.71,9.71,1.0
SPY,682,C,2026-01-29 14:13:00-05:00,9.71,9.71,9.71,9.71,0.0
SPY,682,C,2026-01-29 14:14:00-05:00,9.71,9.71,9.71,9.71,0.0
SPY,682,C,2026-01-29 14:15:00-05:00,9.71,9.71,9.71,9.71,0.0
SPY,682,C,2026-01-29 14:16:00-05:00,9.71,9.71,9.71,9.71,0.0
SPY,682,C,2026-01-29 14:17:00-05:00,9.71,9.71,9.71,9.71,0.0
SPY,682,C,2026-01-29 14:18:00-05:00,10.02,10.02,10.02,10.02,1.0
SPY,682,C,2026-01-29 14:19:00-05:00,10.02,10.02,10.02,10.02,0.0
SPY,682,C,2026-01-29 14:20:00-05:00,10.02,10.02,10.02,10.02,0.0
SPY,682,C,2026-01-29 14:21:00-05:00,10.02,10.02,10.02,10.02,0.0
SPY,682,C,2026-01-29 14:22:00-05:00,10.02,10.02,10.02,10.02,0.0
SPY,682,C,2026-01-29 14:23:00-05:00,10.02,10.02,10.02,10.02,0.0
SPY,682,C,2026-01-29 14:24:00-05:00,10.02,10.02,10.02,10.02,0.0
SPY,682,C,2026-01-29 14:25:00-05:00,10.02,10.02,10.02,10.02,0.0
SPY,682,C,2026-01-29 14:26:00-05:00,10.02,10.02,10.02,10.02,0.0
SPY,682,C,2026-01-29 14:27:00-05:00,10.02,10.02,10.02,10.02,0.0
SPY,682,C,2026-01-29 14:28:00-05:00,10.02,10.02,10.02,10.02,0.0
SPY,682,C,2026-01-29 14:29:00-05:00,10.02,10.02,10.02,10.02,0.0
SPY,682,C,2026-01-29 14:30:00-05:00,10.02,10.02,10.02,10.02,0.0
SPY,682,C,2026-01-29 14:31:00-05:00,9.4,9.4,9.4,9.4,1.0
SPY,682,C,2026-01-29 14:32:00-05:00,9.4,9.4,9.4,9.4,0.0
SPY,682,C,2026-01-29 14:33:00-05:00,9.75,9.75,9.75,9.75,1.0
SPY,682,C,2026-01-29 14:34:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:35:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:36:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:37:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:38:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:39:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:40:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:41:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:42:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:43:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:44:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:45:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:46:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:47:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:48:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:49:00-05:00,9.75,9.75,9.75,9.75,0.0
SPY,682,C,2026-01-29 14:50:00-05:00,9.35,9.35,9.35,9.35,10.0
SPY,682,C,2026-01-29 14:51:00-05:00,9.35,9.35,9.35,9.35,0.0
SPY,682,C,2026-01-29 14:52:00-05:00,9.35,9.35,9.35,9.35,0.0
SPY,682,C,2026-01-29 14:53:00-05:00,9.35,9.35,9.35,9.35,0.0
SPY,682,C,2026-01-29 14:54:00-05:00,9.35,9.35,9.35,9.35,0.0
SPY,682,C,2026-01-29 14:55:00-05:00,9.35,9.35,9.35,9.35,0.0
SPY,682,C,2026-01-29 14:56:00-05:00,9.35,9.35,9.35,9.35,0.0
